Type_of_payment_code,Vehicle_code,id,
PTE,VC965,PCC8C7059,
PTC,VC965,PC08F56A1,
PTC,VCB43,PC3E1512A,
PTC,VC965,PC51E7EF8,
PTE,VC965,PC68484C6,
PTP,VCD2F,PC8806694,
PTC,VCB43,PC36C6441,
PTC,VC965,PC4645718,
PTC,VCB43,PC6906524,
PTE,VCD2F,PC6D105CF,
PTC,VC965,PC0A5DC1F,
PTC,VCB43,PCDFCFF53,
PTP,VC965,PC06E8A1C,
PTP,VC965,PCEB6517A,
PTC,VC965,PC1FE6483,
PTP,VC965,PC35509AB,
PTE,VC965,PCF0B5E85,
PTC,VC965,PC16F59EC,
PTC,VC965,PC59F4E22,
PTE,VC965,PC5EBB0FA,
PTP,VCD2F,PCCC28F87,
PTP,VC965,PC89FB76E,
PTE,VC965,PC2125618,
PTE,VC965,PCF3AE602,
PTC,VCB43,PC97F19B1,
PTE,VCD2F,PC524833E,
PTC,VC965,PCD987A9D,
PTE,VC965,PCA8A783A,
PTE,VC965,PC40C2E00,
PTE,VCD2F,PC7FEC2CE,
PTE,VC965,PCB905D54,
PTC,VC965,PC126524C,
PTE,VCD2F,PC0EF761B,
PTP,VC965,PCEBBFFB5,
PTE,VCD2F,PCF5E7754,
PTC,VC965,PC6906524,
PTP,VC965,PC37F171A,
PTC,VCB43,PCEECA8B2,
PTC,VC965,PC134F258,
PTP,VC965,PCB335328,
PTP,VCB43,PC4C9B108,
PTP,VCD2F,PC36675CE,
PTE,VCB43,PC2125618,
PTC,VCB43,PCA26D872,
PTP,VCB43,PCFF0FEB0,
PTC,VC965,PC7655FC1,
PTC,VCD2F,PC411FDC0,
PTE,VCB43,PCD30AB50,
PTE,VCB43,PCDE89544,
PTP,VC965,PC7F5C566,
PTP,VC965,PCAF6E464,
PTE,VCB43,PC3B258E9,
PTE,VCB43,PCD5CBB82,
PTC,VCB43,PC1B1D964,
PTE,VCD2F,PC84E8CEF,
PTC,VC965,PC6C88C27,
PTC,VCB43,PC1E49F6B,
PTP,VCB43,PC14FBE4A,
PTC,VC965,PCC48608C,
PTC,VC965,PCC5E1C04,
PTE,VC965,PC010D2A9,
PTC,VC965,PCCE002E5,
PTE,VC965,PC75BC2DF,
PTP,VC965,PC7F5C566,
PTC,VC965,PCB6F1968,
PTC,VC965,PCEA652A8,
PTP,VC965,PCE7F2748,
PTP,VC965,PC0C535B6,
PTE,VC965,PC9E503B6,
PTP,VC965,PC578F087,
PTE,VC965,PC3B258E9,
PTE,VC965,PC684859B,
PTP,VC965,PC2F1A066,
PTP,VCD2F,PC40E6113,
PTP,VC965,PC5680D80,
PTC,VC965,PC262D624,
PTP,VCD2F,PCA6403C1,
PTE,VC965,PC524833E,
PTE,VC965,PCAA9F518,
PTE,VC965,PCCE002E5,
PTE,VCD2F,PC869BDE8,
PTC,VCB43,PC526B1EC,
PTP,VC965,PC8B8C482,
PTE,VC965,PCF63C15F,
PTP,VCB43,PCBABD060,
PTP,VC965,PC327D635,
PTE,VCB43,PC4645718,
PTP,VC965,PC71FE98A,
PTP,VC965,PC1269226,
PTP,VC965,PC544AE70,
PTE,VC965,PC89FB76E,
PTE,VCD2F,PCCCADDBD,
PTP,VC965,PC4A7B00C,
PTP,VC965,PCB278A8B,
PTC,VC965,PC0A717C4,
PTC,VCB43,PCD30D908,
PTP,VCB43,PCC6A4CD8,
PTP,VC965,PC871C1FC,
PTC,VCB43,PC575F591,
PTP,VC965,PCBC064F8,
PTP,VC965,PCD175301,
PTE,VC965,PCA8F9E50,
PTP,VCB43,PC8AAEF51,
PTP,VC965,PCFBF2259,
PTP,VCB43,PC65485BB,
PTE,VCB43,PC0A50259,
PTE,VC965,PC99A12E9,
PTE,VC965,PCAC01231,
PTE,VCB43,PCB27CFF1,
PTP,VCB43,PC787D664,
PTC,VC965,PC2E2E0C0,
PTC,VC965,PCE60D320,
PTC,VCB43,PCC0E943C,
PTP,VCB43,PC14E538A,
PTE,VC965,PCD83DE25,
PTC,VC965,PC46BE0B2,
PTP,VCB43,PC7EE2DCF,
PTC,VC965,PCF8BB245,
PTP,VCB43,PC2294422,
PTE,VCD2F,PCAACD453,
PTE,VCB43,PC5212DD0,
PTC,VCB43,PC8FC83B3,
PTP,VCD2F,PC0C535B6,
PTP,VC965,PC8453073,
PTC,VC965,PCC422F4D,
PTP,VC965,PCF9F4940,
PTE,VC965,PC9B747F8,
PTP,VC965,PCD8346A6,
PTP,VC965,PC4C9B108,
PTP,VC965,PC0D83A1E,
PTE,VC965,PC7057B6A,
PTE,VC965,PCA283923,
PTC,VC965,PC2AFCB31,
PTE,VCD2F,PCF0FC9B2,
PTE,VCB43,PC90AAFDA,
PTC,VCB43,PC5EBB0FA,
PTE,VCB43,PC6D105CF,
PTC,VC965,PCD8E3CCB,
PTE,VCB43,PC99AE725,
PTE,VC965,PCE2B9376,
PTP,VC965,PCFF02057,
PTC,VCB43,PCD83983A,
PTC,VCB43,PCAC9371E,
PTE,VC965,PC0606D6A,
PTC,VC965,PC4C95CA2,
PTE,VC965,PCA35B156,
PTP,VC965,PC96AD1EB,
PTP,VC965,PC6D531E1,
PTP,VC965,PCD30AB50,
PTP,VC965,PCC30C735,
PTE,VCB43,PC5EC8DF5,
PTC,VC965,PCE976BA1,
PTC,VC965,PC803F0F2,
PTP,VC965,PC0A63844,
PTE,VC965,PCBABD060,
PTE,VCD2F,PC95BD14B,
PTP,VCD2F,PCD5CBB82,
PTE,VC965,PC922BA3E,
PTE,VC965,PCA7178EC,
PTP,VCB43,PC15EC378,
PTE,VCB43,PC99A4177,
PTE,VCD2F,PC19F3DBB,
PTP,VCB43,PC3E1512A,
PTE,VCB43,PC22D9C6D,
PTE,VCB43,PCBCF42C2,
PTE,VCD2F,PC7A260F1,
PTE,VC965,PC5B5C16D,
PTC,VC965,PC98F856D,
PTP,VC965,PC7C55512,
PTE,VC965,PCB27CFF1,
PTC,VC965,PCF764517,
PTC,VC965,PC74F5EBA,
PTE,VC965,PCC72D8B8,
PTP,VC965,PC0567192,
PTP,VC965,PCE7A4F34,
PTP,VC965,PC49BFB36,
PTE,VCD2F,PCC7106FF,
PTP,VC965,PCD8C66B1,
PTE,VC965,PC9C3D708,
PTE,VCB43,PC8FE0901,
PTC,VCB43,PC4967767,
PTE,VC965,PC92C5115,
PTP,VC965,PCA185B1A,
PTC,VC965,PC6C80A46,
PTE,VC965,PCBDD55F1,
PTE,VCB43,PC7F02ED3,
PTC,VC965,PCFFF6463,
PTP,VC965,PCC72D8B8,
PTE,VC965,PC6B030C6,
PTP,VCD2F,PC4156AD5,
PTE,VCB43,PC00AE965,
PTP,VC965,PCD0DDD3D,
PTC,VC965,PCB2463CF,
PTP,VCD2F,PC6B030C6,
PTP,VCD2F,PCCB12F8C,
PTC,VC965,PCE1EA438,
PTP,VC965,PC3777B8E,
PTP,VC965,PCA8A783A,
PTC,VCD2F,PC71FE98A,
PTE,VC965,PC0D2B95C,
PTE,VC965,PC6397888,
PTC,VC965,PC85A4D4B,
PTP,VC965,PC2E2E0C0,
PTE,VCD2F,PC35509AB,
PTC,VC965,PCF86214E,
PTE,VC965,PCE03E8B1,
PTE,VCD2F,PC84E8CEF,
PTE,VCD2F,PCF5D4B0A,
PTC,VCD2F,PC6B14C5D,
PTE,VC965,PCB070250,
PTC,VCB43,PC94E7A96,
PTC,VCB43,PC3D16FC5,
PTE,VCD2F,PC9764C98,
PTP,VCB43,PC385C6E7,
PTP,VCD2F,PCD3A817A,
PTE,VC965,PC7758F89,
PTC,VCB43,PC7E79FA0,
PTC,VCD2F,PC2308E9E,
PTC,VC965,PC85DD257,
PTE,VCB43,PC8ED616E,
PTP,VCB43,PCAA67227,
PTP,VCB43,PC4F78F1B,
PTE,VC965,PCC3BCE65,
PTP,VCD2F,PCA9D6EEE,
PTC,VCB43,PC5CAF0A7,
PTP,VC965,PC787D664,
PTP,VC965,PCC591410,
PTC,VC965,PCDE5402C,
PTP,VCB43,PCF91266E,
PTE,VCB43,PC5D4DE09,
PTP,VC965,PC30AAE76,
PTE,VCB43,PC3547FAD,
PTC,VC965,PCEBEEE05,
PTE,VC965,PC922BA3E,
PTE,VCB43,PC7F02ED3,
PTC,VC965,PC524833E,
PTE,VC965,PCE8CBA37,
PTP,VCB43,PC666483B,
PTC,VC965,PC83F544D,
PTP,VCD2F,PCBB055C6,
PTP,VC965,PC2EBEAB9,
PTP,VCB43,PC0D3474E,
PTP,VC965,PCB077F18,
PTC,VC965,PC64CF233,
PTP,VCD2F,PCAB2FA02,
PTP,VC965,PC58105BF,
PTE,VC965,PCF4A2DA9,
PTP,VC965,PC58105BF,
PTE,VC965,PC5EC8DF5,
PTP,VCB43,PC1FE6483,
PTE,VC965,PCA7178EC,
PTE,VCD2F,PCD51A740,
PTP,VC965,PCBDD55F1,
PTP,VC965,PC2C1B987,
PTC,VCD2F,PC19D06B0,
PTP,VC965,PCB7AC8AA,
PTP,VCB43,PC1477DC9,
PTP,VCD2F,PC9F22103,
PTP,VC965,PCAC345FD,
PTP,VC965,PC3C8B99E,
PTP,VCB43,PCA26D872,
PTP,VC965,PC6E8D0F9,
PTC,VCD2F,PCE7F2748,
PTE,VC965,PC3B3BE8F,
PTP,VC965,PCFBF2259,
PTC,VC965,PC6EFC03B,
PTE,VC965,PC93CE517,
PTC,VC965,PCBE8B2AB,
PTC,VC965,PCD4A1214,
PTP,VC965,PC0E22DEA,
PTE,VCB43,PCCA36E4D,
PTC,VCB43,PCCB07C68,
PTP,VCD2F,PC924C594,
PTC,VC965,PC40C2E00,
PTE,VCD2F,PCEDD7E85,
PTE,VC965,PC8DFF744,
PTC,VCB43,PCF6540C0,
PTP,VC965,PC13CB69B,
PTE,VC965,PC7C042B7,
PTE,VC965,PCD3A817A,
PTE,VC965,PC0D3474E,
PTC,VC965,PCF8F6133,
PTE,VC965,PC95B4E03,
PTP,VC965,PC8CA1B15,
PTE,VCD2F,PC7E79FA0,
PTP,VC965,PCDD316EB,
PTC,VCB43,PC2111CF9,
PTP,VC965,PCDFBBEBB,
PTC,VCD2F,PC2D22627,
PTP,VC965,PC41EEC34,
PTC,VC965,PC59A33DE,
PTE,VC965,PC07F012A,
PTP,VC965,PC70886EC,
PTP,VC965,PCBA5D8AB,
PTP,VC965,PCD51A740,
PTP,VC965,PCAC345FD,
PTC,VC965,PC124B4C0,
PTP,VC965,PC74A3585,
PTP,VC965,PC1A58039,
PTC,VC965,PC85A4D4B,
PTC,VC965,PCA185B1A,
PTE,VC965,PC795E7B9,
PTC,VC965,PC53B475D,
PTC,VCB43,PCA8A9AA8,
PTE,VC965,PCE1EA438,
PTC,VC965,PC73BE1E2,
PTC,VCD2F,PCA06B2F1,
PTP,VCB43,PC7688C61,
PTP,VC965,PCAC01231,
PTC,VC965,PC411FDC0,
PTC,VC965,PCA70760B,
PTE,VC965,PC8DFF744,
PTP,VC965,PC15EC378,
PTP,VCB43,PC8BCEB19,
PTE,VCB43,PC575F591,
PTP,VC965,PC94C0945,
PTP,VCB43,PCF764517,
PTC,VCD2F,PC4D8469D,
PTP,VC965,PCB070250,
PTE,VCB43,PCAACD453,
PTC,VC965,PCA9D6EEE,
PTC,VCB43,PC93AAEC9,
PTP,VC965,PC5A27CDE,
PTE,VC965,PCE32ED40,
PTP,VC965,PCE75C5C8,
PTP,VC965,PCE45DE8D,
PTC,VCD2F,PCDFBBEBB,
PTP,VCB43,PCA3797CA,
PTE,VC965,PC385C6E7,
PTE,VC965,PC8AAEF51,
PTP,VCB43,PC64CF233,
PTE,VC965,PC4645718,
PTP,VCD2F,PCB4CDDA5,
PTP,VC965,PCC1FFE5B,
PTC,VC965,PC98F856D,
PTP,VCD2F,PC84E8CEF,
PTC,VC965,PC6A65941,
PTP,VC965,PC64281F6,
PTE,VC965,PC4C76F48,
PTC,VCB43,PC2E2E0C0,
PTE,VCB43,PC3B514E2,
PTP,VC965,PCD5F2808,
PTE,VCB43,PCEBBFFB5,
PTP,VCB43,PCED7EAFE,
PTE,VCB43,PC82D2552,
PTE,VC965,PCA70760B,
PTE,VC965,PC210A754,
PTE,VC965,PC63844BC,
PTP,VC965,PC2111CF9,
PTE,VCB43,PC36675CE,
PTP,VCD2F,PCDD316EB,
PTE,VCD2F,PC680DEC6,
PTE,VC965,PCEDD7E85,
PTP,VCD2F,PCCB07C68,
PTE,VCD2F,PCC0E943C,
PTE,VC965,PCAD363FC,
PTE,VC965,PC20129F9,
PTE,VCD2F,PC20129F9,
PTP,VCD2F,PC5D6563A,
PTE,VCB43,PC32FB72C,
PTC,VC965,PC5D33C18,
PTP,VCB43,PCF135377,
PTE,VCB43,PCD1EB220,
PTP,VC965,PCBDD55F1,
PTE,VC965,PC68484C6,
PTP,VC965,PC6E93A05,
PTC,VC965,PC250A90D,
PTC,VC965,PCFBF2259,
PTP,VC965,PC1477DC9,
PTE,VC965,PC81E83B9,
PTC,VCB43,PC783B5FC,
PTC,VCB43,PC5149039,
PTE,VC965,PC0F6325D,
PTC,VCB43,PC12AA919,
PTE,VC965,PC028872C,
PTE,VC965,PCC9756B2,
PTE,VC965,PC5EC8DF5,
PTP,VCD2F,PC5549650,
PTE,VC965,PCE51C5C7,
PTC,VC965,PCE937423,
PTP,VC965,PC628DCED,
PTP,VC965,PCD5F2808,
PTC,VCB43,PC0F0AB4E,
PTE,VCB43,PC7A260F1,
PTC,VC965,PCF91266E,
PTP,VC965,PC4847214,
PTC,VCB43,PC15C75C0,
PTE,VC965,PC5613FC5,
PTP,VCB43,PC40FC710,
PTP,VC965,PC394C979,
PTC,VC965,PC43919D1,
PTC,VCB43,PC95B4E03,
PTC,VC965,PC34ECAB5,
PTP,VC965,PC922BA3E,
PTE,VCB43,PC340B4DE,
PTP,VCB43,PCB7E7138,
PTC,VC965,PCBBB9730,
PTP,VC965,PC10C50DC,
PTE,VCB43,PC94DC1E6,
PTC,VC965,PC7157CF3,
PTC,VC965,PCC1FFE5B,
PTC,VC965,PC2C1B987,
PTP,VCB43,PCE2B9376,
PTC,VC965,PC5B5C16D,
PTC,VCD2F,PCC347465,
PTP,VC965,PC7F02ED3,
PTE,VC965,PC485BE5B,
PTP,VC965,PC120EEFD,
PTP,VCD2F,PCA70760B,
PTE,VC965,PCEC030F2,
PTC,VCB43,PC84FFC9D,
PTC,VCB43,PC767BBB2,
PTE,VC965,PC3547FAD,
PTP,VCB43,PCC321538,
PTC,VC965,PCC6A4CD8,
PTP,VC965,PC8806694,
PTE,VC965,PC28E44E2,
PTP,VC965,PC1E49F6B,
PTP,VC965,PC51FDD60,
PTE,VC965,PCC4F7DCE,
PTE,VC965,PC2C1B987,
PTP,VC965,PC63844BC,
PTE,VCB43,PC264C595,
PTC,VCB43,PC7DC0964,
PTP,VCB43,PC1A43FB7,
PTP,VCB43,PC7C042B7,
PTE,VCD2F,PCCA71D2C,
PTC,VCB43,PC214FB8E,
PTC,VC965,PC7368097,
PTC,VCB43,PCB33ACE8,
PTE,VC965,PC89C35AD,
PTE,VCB43,PCB7AC8AA,
PTE,VC965,PC1E2B07E,
PTC,VC965,PC454F09B,
PTP,VCB43,PCDE89544,
PTE,VCB43,PC8806694,
PTP,VC965,PC05C2F86,
PTC,VCB43,PC7057B6A,
PTC,VC965,PCEF3EBBC,
PTE,VCB43,PCED7D2DE,
PTE,VCD2F,PCCA288FE,
PTP,VCD2F,PC43919D1,
PTC,VC965,PC96AD1EB,
PTE,VC965,PC07BF95F,
PTE,VC965,PCA8F9E50,
PTC,VC965,PC3A63A79,
PTC,VC965,PCDECFC74,
PTC,VCB43,PCD5F2808,
PTP,VCB43,PC89C0554,
PTP,VCB43,PCE2D63A7,
PTE,VCB43,PC61F3A80,
PTP,VCD2F,PCB077F18,
PTE,VCB43,PC9A343F9,
PTP,VC965,PC785D63F,
PTC,VC965,PCAC64E67,
PTE,VC965,PC5881E06,
PTP,VCB43,PC91E3A87,
PTP,VCB43,PC084F676,
PTC,VC965,PC6594AD4,
PTE,VC965,PCC7B407A,
PTE,VC965,PC0D83A1E,
PTE,VCB43,PCB24B68E,
PTE,VC965,PC53A52CB,
PTE,VCB43,PC95BD14B,
PTP,VC965,PC2E0C888,
PTC,VCD2F,PCBEF8EE1,
PTP,VCB43,PC6150735,
PTP,VC965,PC7305E43,
PTP,VC965,PC5A6D86E,
PTC,VC965,PC96AD1EB,
PTE,VC965,PC17D596F,
PTE,VC965,PCD9C5406,
PTC,VC965,PC93AAEC9,
PTC,VCD2F,PC7A54E18,
PTC,VCD2F,PC52E71B8,
PTP,VC965,PC8DFFE65,
PTC,VC965,PC5F47DCF,
PTE,VC965,PCE45DE8D,
PTC,VC965,PC08910B7,
PTC,VCD2F,PC7A260F1,
PTC,VC965,PC126524C,
PTP,VCB43,PC857F4A0,
PTE,VC965,PC4E6422C,
PTE,VC965,PC3FB1BB6,
PTP,VC965,PCDFBBEBB,
PTC,VCB43,PCCA836C9,
PTC,VCD2F,PC36C6441,
PTC,VCB43,PC548BDC0,
PTC,VC965,PCE32D2F9,
PTP,VCB43,PCE6EEF2E,
PTC,VC965,PC3863F6A,
PTC,VCB43,PC86B0D7B,
PTP,VC965,PC65485BB,
PTC,VC965,PCD5CBB82,
PTE,VCB43,PC303DD56,
PTE,VCB43,PC6A4F55F,
PTC,VC965,PCC8C7059,
PTE,VC965,PCC3BCE65,
PTP,VCD2F,PCDF9F773,
PTC,VC965,PC8A8976A,
PTP,VCB43,PCF764517,
PTE,VCB43,PC0AB2B55,
PTE,VC965,PC822E359,
PTP,VC965,PC4A40D50,
PTC,VC965,PCB228987,
PTE,VCB43,PC6CC51DA,
PTC,VC965,PCF243BF3,
PTC,VC965,PC87D90FE,
PTC,VC965,PCB27CFF1,
PTE,VCD2F,PCC51AD39,
PTC,VC965,PC0A326BE,
PTP,VC965,PC9FBBA67,
PTC,VC965,PC71FE98A,
PTE,VCB43,PC07F012A,
PTP,VC965,PC7ACFF7C,
PTC,VC965,PC670999C,
PTP,VCB43,PCDF9F773,
PTE,VC965,PC20129F9,
PTC,VCD2F,PC0DC6CAB,
PTC,VCB43,PC867796D,
PTP,VC965,PC69DE15C,
PTP,VCD2F,PCC9875AC,
PTC,VCB43,PC1585DF2,
PTC,VC965,PC11E9595,
PTC,VC965,PC2C1B987,
PTE,VC965,PCF243BF3,
PTC,VCD2F,PCF8F6133,
PTC,VCD2F,PCF0FC9B2,
PTC,VCB43,PCECEBBFA,
PTC,VC965,PC9C7C18E,
PTE,VCB43,PC0D2B95C,
PTC,VCB43,PC8473A64,
PTC,VC965,PCDBC3AC9,
PTP,VCD2F,PCB6A16D7,
PTC,VC965,PC19CE0DB,
PTE,VC965,PCA24C1E1,
PTC,VC965,PC45EBEBC,
PTP,VC965,PCC72D8B8,
PTP,VCB43,PCF31BD97,
PTE,VC965,PC951FE7E,
PTC,VCD2F,PC481C9F9,
PTE,VC965,PCAFC45DA,
PTC,VCD2F,PC9889263,
PTP,VCB43,PCD83DE25,
PTP,VC965,PC21A1833,
PTP,VC965,PC0B2B03E,
PTE,VCD2F,PCA579A65,
PTP,VC965,PCC48608C,
PTC,VCB43,PCBA5D8AB,
PTP,VC965,PCC6C5CFB,
PTP,VCD2F,PCFFC2992,
PTP,VC965,PC42A3AB0,
PTP,VC965,PC74CE451,
PTE,VC965,PCF6EECB2,
PTC,VCB43,PC3A7AACB,
PTP,VC965,PC4156AD5,
PTP,VC965,PC0EF5BA6,
PTE,VCB43,PC670999C,
PTP,VC965,PC7A54E18,
PTE,VC965,PC2125618,
PTP,VC965,PC2125618,
PTE,VCD2F,PC4847214,
PTC,VCB43,PC0214185,
PTE,VC965,PC21A1833,
PTE,VC965,PCF14D1E3,
PTE,VC965,PC867796D,
PTC,VC965,PC7FEC2CE,
PTC,VC965,PC40FC710,
PTE,VC965,PCB566359,
PTE,VC965,PC71A1452,
PTC,VC965,PC785D63F,
PTP,VCB43,PC6D0FC31,
PTC,VC965,PC89FB76E,
PTE,VC965,PC59A33DE,
PTP,VCB43,PCB905D54,
PTP,VCB43,PC685427C,
PTP,VCD2F,PC42A3AB0,
PTE,VC965,PC5631507,
PTP,VCB43,PCACD9839,
PTP,VCB43,PC90346C9,
PTC,VCB43,PC3FAA264,
PTP,VC965,PC8473A64,
PTC,VC965,PCD30D908,
PTP,VC965,PCA3797CA,
PTC,VC965,PC0F6325D,
PTP,VCD2F,PCCE002E5,
PTC,VCD2F,PC53A52CB,
PTP,VC965,PC8DD921E,
PTE,VC965,PC3547FAD,
PTC,VCD2F,PC1EEDA04,
PTC,VCB43,PCD8E3CCB,
PTE,VC965,PC374C341,
PTE,VC965,PC53B475D,
PTC,VC965,PC2C2EF9E,
PTP,VC965,PC0005AC7,
PTE,VCD2F,PC6C57ED3,
PTE,VCB43,PCCAAFB48,
PTC,VC965,PCAC01231,
PTC,VCB43,PC48D61BB,
PTC,VC965,PCDE5402C,
PTP,VCB43,PC1592ACA,
PTP,VC965,PC0A63844,
PTE,VC965,PC41EEC34,
PTC,VCB43,PC327D635,
PTE,VC965,PC09D71DF,
PTE,VC965,PC15EC378,
PTP,VCB43,PC417B8DF,
PTE,VC965,PC5295A46,
PTE,VC965,PCF8BB245,
PTC,VC965,PC59A0CB2,
PTE,VC965,PC3547FAD,
PTP,VC965,PCF31BD97,
PTP,VC965,PCF6F4CA1,
PTC,VC965,PC68969FB,
PTE,VC965,PC684859B,
PTC,VCB43,PCC8441A8,
PTE,VC965,PC86E9EB7,
PTE,VC965,PC7368097,
PTC,VCD2F,PCACD1BEE,
PTC,VC965,PC4C76F48,
PTP,VC965,PC2CA4087,
PTE,VC965,PC19C02F1,
PTE,VCD2F,PCA770E5A,
PTP,VCB43,PC74F5EBA,
PTP,VC965,PCAD363FC,
PTP,VC965,PC94168A2,
PTC,VC965,PC6B030C6,
PTE,VC965,PCE6EEF2E,
PTE,VC965,PCC825DB2,
PTC,VC965,PCDE850D8,
PTE,VC965,PCFEAE55E,
PTE,VC965,PCC422F4D,
PTP,VCB43,PCFBF2259,
PTP,VC965,PCF1366ED,
PTC,VC965,PCFEADFE6,
PTC,VC965,PC1585DF2,
PTC,VC965,PCC48608C,
PTC,VC965,PC77793DF,
PTC,VC965,PC94168A2,
PTC,VC965,PC974552B,
PTP,VCD2F,PC974552B,
PTC,VCB43,PCF5E7754,
PTC,VC965,PC6A65941,
PTE,VCB43,PC5B2AFFA,
PTE,VCD2F,PC8FE0901,
PTP,VC965,PC0C535B6,
PTC,VCB43,PCA33A9A8,
PTC,VC965,PC8D90EF0,
PTC,VC965,PC1CE4935,
PTE,VC965,PC70CA955,
PTP,VC965,PC0EC3E54,
PTP,VCD2F,PC59414DA,
PTC,VCD2F,PCF5E7754,
PTE,VCB43,PCDBC3AC9,
PTC,VC965,PC883FCA9,
PTE,VCB43,PC40C2E00,
PTC,VC965,PC0606D6A,
PTE,VC965,PCAFC8A56,
PTC,VC965,PC1BC7FA5,
PTE,VC965,PCDE850D8,
PTP,VC965,PCF7F25B7,
PTP,VC965,PC397AFA3,
PTP,VC965,PCB0994D1,
PTE,VC965,PCCAFA3BB,
PTE,VCB43,PCE32ED40,
PTC,VC965,PCDE89544,
PTP,VC965,PC68484C6,
PTE,VCD2F,PC82D2552,
PTE,VCB43,PCA579A65,
PTC,VC965,PC4486317,
PTP,VC965,PCEE69498,
PTP,VC965,PC72FE04B,
PTP,VCB43,PC857F4A0,
PTP,VC965,PC76FDDEA,
PTC,VC965,PCDE20E6F,
PTE,VCD2F,PC1BC7FA5,
PTE,VC965,PCAC345FD,
PTC,VCD2F,PC2C2EF9E,
PTP,VCB43,PC5EC8DF5,
PTC,VC965,PCB206182,
PTC,VC965,PCF6F4CA1,
PTP,VC965,PC46C55B4,
PTE,VC965,PC548BDC0,
PTE,VCB43,PC59414DA,
PTP,VCB43,PCB7E7138,
PTC,VC965,PC44E2F09,
PTE,VC965,PC041D874,
PTE,VC965,PC5881E06,
PTE,VC965,PCF9CAB22,
PTP,VC965,PC17F8052,
PTC,VCD2F,PC783B5FC,
PTP,VCB43,PCC8C7059,
PTP,VCB43,PC2C1B987,
PTC,VC965,PC13CB69B,
PTE,VCB43,PCE5E04A2,
PTE,VC965,PCEC030F2,
PTC,VC965,PCC3E4ADA,
PTE,VC965,PCAD363FC,
PTE,VC965,PC259547F,
PTP,VCB43,PC88494D0,
PTP,VC965,PCEECA8B2,
PTE,VC965,PCAC64E67,
PTE,VC965,PC6E0962A,
PTC,VCB43,PCE450C55,
PTP,VC965,PC1ECBA39,
PTC,VC965,PCC6A4CD8,
PTP,VCB43,PCCB2657A,
PTC,VCB43,PCDB12C82,
PTC,VCB43,PCF63C15F,
PTC,VCB43,PC120EEFD,
PTE,VC965,PC1EE951B,
PTE,VCB43,PC5D6563A,
PTP,VC965,PC9F481D4,
PTC,VC965,PC3B514E2,
PTC,VCB43,PC845CEA6,
PTC,VC965,PC10C700F,
PTP,VCD2F,PCA2D76A5,
PTE,VC965,PC4847214,
PTC,VCD2F,PC2265FB3,
PTE,VC965,PC36675CE,
PTE,VCB43,PC16F59EC,
PTE,VC965,PC40BD0F3,
PTP,VC965,PC0C0EE22,
PTC,VC965,PCA24C1E1,
PTC,VCB43,PC6CC51DA,
PTE,VC965,PCE7F2748,
PTC,VC965,PCDC5C9E2,
PTP,VC965,PC974552B,
PTC,VCD2F,PC43919D1,
PTP,VCD2F,PCA491459,
PTC,VC965,PCA52F720,
PTE,VC965,PC0EF5BA6,
PTE,VC965,PC4E15B39,
PTP,VC965,PC4B8A835,
PTP,VC965,PC6A1B37B,
PTE,VC965,PC767BBB2,
PTE,VC965,PCDADB8C6,
PTC,VC965,PC3FAA264,
PTP,VC965,PC8A8976A,
PTE,VCB43,PCD33B3C9,
PTP,VC965,PC1551C8E,
PTE,VC965,PC96978C6,
PTP,VCB43,PCCCADDBD,
PTE,VCB43,PC374C341,
PTE,VCB43,PC1E0F3B6,
PTE,VC965,PCF9CCB5A,
PTC,VCB43,PC8F8E598,
PTP,VC965,PC92A6471,
PTC,VCB43,PCD8346A6,
PTC,VC965,PCF243BF3,
PTE,VC965,PC7ACFF7C,
PTE,VC965,PCAE085FE,
PTE,VC965,PCA276EBB,
PTC,VC965,PC0671DD4,
PTP,VC965,PCD0DDD3D,
PTP,VCB43,PC30FC453,
PTC,VCD2F,PCA6127FF,
PTP,VCB43,PC8FC83B3,
PTE,VC965,PCB02917E,
PTP,VC965,PC800C92D,
PTC,VCB43,PCE1EA438,
PTE,VC965,PCBB02F92,
PTP,VC965,PC585BD38,
PTE,VC965,PC0954183,
PTC,VC965,PC7BEFC3B,
PTP,VC965,PC87D90FE,
PTP,VC965,PCB7F1F8A,
PTP,VCD2F,PC9EBEDB5,
PTE,VC965,PCDED6F20,
PTC,VC965,PC1085B78,
PTE,VC965,PC0A50259,
PTC,VC965,PC61F3A80,
PTE,VCD2F,PC43919D1,
PTP,VC965,PCCB12F8C,
PTE,VC965,PC1EE951B,
PTP,VC965,PCF5D4B0A,
PTP,VC965,PC4D2C5A7,
PTE,VCB43,PC83F544D,
PTC,VC965,PC9AF321D,
PTP,VCB43,PC795A0A3,
PTE,VC965,PC93AAEC9,
PTE,VCD2F,PCACD1BEE,
PTC,VCD2F,PC3BD7D63,
PTP,VC965,PCAA9F518,
PTE,VC965,PC0005AC7,
PTP,VCB43,PC0EC3E54,
PTE,VCD2F,PCE5E04A2,
PTE,VC965,PC65E7991,
PTC,VC965,PC4E15B39,
PTP,VC965,PC4F71E72,
PTP,VC965,PC62E1338,
PTE,VC965,PC0606D6A,
PTC,VC965,PCC695DB0,
PTP,VC965,PCD66314D,
PTP,VCD2F,PCE5BA2CE,
PTP,VC965,PCBCF42C2,
PTP,VC965,PC51D1059,
PTP,VCD2F,PCDC5C9E2,
